"","MSFT.Adjusted","AAPL.Adjusted","AMZN.Adjusted","GOOG.Adjusted","BRK.B.Adjusted","JPM.Adjusted","JNJ.Adjusted","WMT.Adjusted","XOM.Adjusted","V.Adjusted","PG.Adjusted","BAC.Adjusted","MA.Adjusted","T.Adjusted","HD.Adjusted","VZ.Adjusted","DIS.Adjusted","CVX.Adjusted","INTC.Adjusted","KO.Adjusted","UNH.Adjusted","WFC.Adjusted","BA.Adjusted","CSCO.Adjusted","CMCSA.Adjusted","MRK.Adjusted","PFE.Adjusted","PEP.Adjusted","ORCL.Adjusted","C.Adjusted"
"1",22.438957,18.586599,76.699997,231.985458,88.800003,35.134251,46.455219,40.962933,60.627323,12.212651,49.423908,34.540443,21.575676,20.63031,21.939831,19.900644,27.234087,56.800961,15.272862,18.85853,31.124811,22.95505,55.785767,19.479534,8.154499,24.938728,13.361535,50.928371,17.850088,219.033524
"2",22.180336,18.333029,77.370003,231.980484,87.290001,34.847878,46.060291,41.250763,61.672382,12.353387,48.965378,34.067062,21.02594,20.233179,21.694315,19.990166,26.935371,57.305199,15.189436,18.557726,30.875813,22.255249,56.498875,19.46394,8.292162,24.144751,13.442784,50.427082,17.920052,220.687241
"3",22.058626,18.84515,74.940002,226.710236,86.839996,34.878025,46.032085,41.60677,61.470341,12.983747,48.958431,34.126232,21.730728,20.38471,21.738955,20.048094,26.909769,57.442722,15.245055,18.588425,31.038956,22.444782,55.976917,18.894682,8.275966,24.964773,13.336542,50.41296,18.086218,223.811081
"4",22.180336,19.027864,76.870003,234.665421,87.379997,34.342949,46.356499,41.205318,61.825645,12.781558,49.048752,33.314713,21.290939,20.107767,21.419048,19.66367,26.662264,57.658825,15.203349,18.493271,31.339457,22.546843,55.61668,19.019451,8.215232,26.032078,13.34279,50.504742,17.797613,221.238525
"5",22.180336,19.37715,76.900002,237.519714,88.099998,34.320339,46.645653,41.076557,61.951084,12.892564,48.986221,33.390785,21.274956,20.38471,21.203297,19.695263,26.901234,57.802872,15.119925,18.530102,31.485435,22.444782,55.124092,18.668539,8.405529,26.539705,13.424033,50.737755,17.692663,226.016098
"6",21.868471,18.998034,77.300003,233.03154,88.300003,33.807861,46.772602,41.243198,62.431793,13.497151,49.083485,32.444016,21.765808,20.485023,20.965221,19.578064,26.517172,58.464264,14.65416,18.57308,32.696079,21.817871,55.153503,18.684132,8.304305,26.617804,13.124057,50.328228,17.421547,218.298477
"7",21.974964,18.824011,74.389999,231.228302,87.800003,33.38583,46.751442,41.008381,62.494495,13.04123,48.777805,32.063606,21.510046,20.162973,20.585789,19.189165,26.329411,58.903,14.890524,18.655945,32.009182,21.46797,57.785454,18.348814,8.138304,26.643824,13.05531,50.10936,17.683914,216.644684
"8",22.142302,19.210585,74.830002,233.664169,87.580002,33.054241,46.779648,41.402256,62.389992,13.104666,48.756958,31.860731,21.526028,20.168243,21.114012,19.087948,26.756144,58.673805,15.34933,18.82477,31.42532,20.790031,57.66048,18.746523,8.081615,27.144949,13.074057,50.624779,17.885073,217.839111
"9",21.510962,18.28952,71.989998,227.87088,87.080002,32.051895,46.546913,41.508301,61.742069,13.104666,48.631889,31.226732,21.495935,19.693075,20.957777,18.960087,25.757595,58.149937,14.765388,18.505548,30.798552,20.389097,56.506229,18.23185,7.956102,26.773994,12.780333,50.41296,17.35158,214.623474
"10",21.343632,18.369074,72.610001,224.986694,85.720001,31.275669,46.363544,41.773415,62.494495,13.019426,48.715271,30.077072,21.354881,19.640291,20.764341,18.826906,25.638105,58.477367,14.383048,18.723476,31.159149,19.827795,56.770905,18.177261,8.004689,26.943197,12.849075,50.095215,17.369066,206.813904
"11",21.488152,18.443655,72.5,222.585693,85.800003,31.74292,46.300091,42.62175,63.260872,12.755784,48.791695,30.077072,21.127327,19.70892,20.779228,18.704374,25.54423,59.047081,14.53598,18.705057,31.974842,20.272469,55.653419,18.021299,7.980392,26.826071,12.942819,50.285854,17.648935,209.478317
"12",22.020601,19.104939,74.589996,226.665405,86.400002,33.883236,46.335342,43.227718,64.716995,13.110607,48.40041,31.26054,21.671772,19.856754,20.846186,19.098602,25.877079,60.1996,15.384088,18.76952,30.738424,21.147223,56.36655,18.582762,8.06947,26.233826,13.186553,50.208206,18.164932,215.358414
"13",22.225977,19.203129,74.040001,223.930649,85.639999,34.003811,46.377655,42.924736,65.05838,13.289018,47.205597,31.674761,21.674595,19.83563,20.920584,19.098602,26.269669,60.238884,15.370185,18.625246,31.511187,21.657494,56.543011,18.629549,8.162597,25.52445,12.749081,49.968121,18.541004,220.77916
"14",22.819267,20.017294,80.099998,268.697845,85.760002,34.486137,46.906597,42.65205,65.490356,13.677534,46.933094,32.596176,21.976444,19.803951,21.33721,19.19449,26.739079,61.018173,15.676058,18.450302,31.983437,22.16048,57.829556,19.113031,8.211181,25.875893,12.79283,49.848103,19.06575,230.701813
"15",23.138746,20.902311,80.18,267.890869,85.5,34.0867,46.772602,42.705086,65.671463,14.068041,47.373287,31.793114,22.19178,19.846186,21.560402,19.157198,26.850021,60.703808,15.613499,18.52396,32.464256,21.336758,58.14571,19.409351,8.186891,25.791285,12.624093,49.35387,19.030764,229.966751
"16",23.009439,19.912884,79.599998,276.463745,84.82,34.403252,47.245125,42.833855,65.762062,13.931261,47.142693,31.277458,22.062017,19.962345,21.21817,19.03467,26.704939,61.574772,15.286765,18.382771,29.321718,21.416937,57.756054,19.432755,8.061374,25.062384,12.367861,48.789009,19.048254,230.793625
"17",23.922209,20.24725,81,272.22464,84.720001,34.026421,47.435547,43.114098,65.6436,13.891617,46.933094,31.159115,21.998072,20.342478,20.92802,19.354319,27.003653,61.869461,15.683014,18.514751,29.819712,21.081617,60.351261,19.838245,8.000642,25.13397,12.424105,48.852554,19.161949,226.291687
"18",24.188431,20.999262,77.690002,270.506073,84.5,35.398037,47.513134,43.515549,64.514946,14.331679,46.695511,32.012894,22.525599,20.405836,21.515766,19.370293,27.259693,60.507366,15.773386,18.493271,28.840893,21.759554,61.020248,20.298334,8.008738,26.012556,12.524101,48.012341,19.249407,236.673767
"19",22.689968,21.09746,80.860001,271.01416,84.599998,36.015999,47.470802,43.667027,64.417419,14.886711,46.499886,32.376392,22.322481,20.368881,22.155581,19.73255,27.618149,60.697277,15.683014,18.21088,29.184345,22.298985,62.373001,19.963015,7.907516,26.50066,12.767832,47.744038,18.882086,244.391388
"20",22.051027,21.409454,81.970001,275.029114,85.419998,35.676865,47.477852,43.4398,64.410446,14.991769,46.262318,32.27496,22.80299,20.221046,22.118383,20.217335,27.677889,60.572842,15.787288,18.103456,28.883827,22.116751,62.475956,19.768068,8.037079,26.969227,12.64284,48.125298,18.812122,246.320755
"21",21.784801,21.758741,80.739998,278.192261,87.660004,35.480938,47.386185,44.394199,63.950626,16.032452,46.045723,32.004433,25.763144,20.374157,21.843115,20.355854,27.959528,62.039719,15.724725,18.023647,28.677765,21.781422,62.880283,19.892836,8.203082,24.170784,12.649086,48.153557,19.030764,241.818893
"22",21.693525,21.622013,78.629997,286.072723,89.139999,35.9105,47.315643,43.916988,64.8424,16.541889,46.849247,31.733934,26.156214,20.437513,21.426487,20.499704,27.677889,62.963036,15.474461,18.069687,28.01663,21.686657,62.387684,19.994213,8.320504,24.756506,12.567846,48.386551,18.234905,232.171783
"23",22.362892,22.374029,79.360001,295.432648,89.199997,37.116314,47.823441,43.985157,62.494495,16.928423,46.835274,33.297806,27.640041,21.08691,22.22254,20.947193,28.420404,62.170666,16.190485,18.137217,28.248449,22.729078,62.792084,20.797407,9.033111,25.348738,12.774084,48.365368,19.083237,239.089706
"24",22.241188,22.49087,77.309998,289.559662,88.959999,36.671661,48.140793,43.553417,62.431793,16.403137,46.674572,33.635948,26.803152,21.187222,22.408535,21.091032,28.582561,62.419514,16.392084,18.038994,28.737862,22.699915,62.997902,20.859789,8.895452,25.622074,12.880324,48.789009,18.812122,242.769363
"25",22.119488,22.961966,75.919998,296.339233,86.669998,36.174267,47.886909,43.151966,62.362148,16.861025,46.569767,32.942776,27.344782,21.039394,21.85055,20.723446,28.411867,62.615952,16.259211,17.919287,28.394415,22.707201,63.167015,20.493284,8.757785,25.368261,12.824082,48.414791,18.847103,236.881805
"26",22.591084,23.201864,75.709999,292.085205,86.900002,36.324989,47.661224,42.68235,62.75227,17.350643,46.569767,33.171005,27.835636,20.886288,21.783596,20.718111,28.78739,63.434528,16.48999,17.885523,28.162588,22.794682,63.336105,20.532276,8.846863,25.277155,12.76158,48.414791,18.803375,237.985733
"27",22.218369,22.695963,73.18,288.418945,85.25,35.096581,47.188717,43.045933,61.881435,17.542925,45.975849,32.122791,27.364527,20.495586,21.247931,20.393147,29.615257,62.393314,16.203266,17.504917,28.042379,22.014238,62.449772,20.103386,8.733492,25.387783,12.647301,48.019394,18.35734,225.19873
"28",22.264002,23.002985,72.790001,290.416443,85.599998,34.704693,47.181648,43.295895,62.654743,17.305054,46.059689,31.556416,27.590212,20.51671,20.771788,20.377163,29.495771,63.80777,16.364111,17.277782,28.334314,21.631388,62.604858,20.041002,8.927838,25.439846,12.679041,47.687542,18.453547,223.542892
"29",22.355282,22.802856,72.410004,285.529755,83.580002,35.096581,46.934822,43.311031,62.157898,16.424938,45.563595,30.981588,26.973347,20.374157,20.816423,20.196033,29.273869,63.775032,16.343128,17.234808,28.282789,21.594568,62.087822,19.877237,8.778028,25.374763,12.564762,47.666374,18.366089,217.379333
"30",22.811668,23.388311,74.529999,291.377838,81.900002,35.601501,47.047649,43.9473,62.416824,16.23464,45.661423,31.649401,27.294004,20.648706,21.307451,20.275942,29.674997,63.755405,16.531944,17.311543,28.145418,21.911167,62.634441,20.150166,8.923794,25.784777,12.64095,47.553394,18.812122,217.471344
"31",22.735331,23.612049,74.559998,290.411469,82.959999,34.275127,46.836082,42.909592,62.759724,16.329788,45.926933,30.947771,27.156719,20.72789,21.389282,20.30258,29.299479,63.997669,16.61587,17.342234,27.947933,21.329519,62.841244,20.189159,8.944035,25.491915,12.679041,47.482792,18.952053,211.859756
"32",22.849842,23.152143,74.199997,287.073975,82.389999,34.599182,47.118172,43.699139,62.920704,16.300053,45.76622,31.108385,26.936678,20.912683,21.664558,20.750082,29.700602,63.991127,16.671816,17.354513,27.492868,21.285347,63.291801,20.07999,9.057403,25.921448,12.736183,47.376873,19.048254,213.883606
"33",23.246826,23.583462,76.120003,289.415192,81.300003,35.435719,47.026497,43.448116,63.893433,16.304014,46.367123,31.032314,26.965836,21.044672,21.969593,20.723446,29.862761,64.927231,17.462049,17.498779,27.218113,21.793365,63.188389,20.664845,9.126234,26.032078,12.748885,48.061764,19.126968,218.29924
"34",22.895651,23.321188,76.459999,288.951935,81.540001,35.066425,47.026497,43.387272,64.852158,16.327801,46.639626,30.575834,26.648947,21.155544,21.649681,20.65419,29.794479,66.173157,17.483025,17.517193,27.750452,21.314795,62.907688,20.672642,8.939988,26.032078,12.717139,47.92054,18.960804,212.687683
"35",22.491028,22.821503,82.290001,287.681702,82.389999,34.659477,46.991219,42.900467,66.034882,16.516121,46.71648,30.516651,26.329222,21.387854,21.478567,20.829987,29.632326,67.372955,17.399111,17.655315,28.712099,20.968746,64.311111,20.563469,8.935938,26.045099,12.844119,48.033524,19.61673,211.491821
"36",21.95661,23.107401,80.720001,288.219696,82.019997,32.933651,46.652702,42.558178,66.174812,16.401152,46.017757,29.916462,26.108253,20.785969,20.362602,20.153419,29.094645,67.959656,16.84664,17.523336,29.235851,20.652155,62.885548,20.157967,8.867105,25.862869,12.729833,47.631065,19.380594,203.396439
"37",21.567261,22.149036,78.300003,273.968109,81.199997,31.969006,46.356499,42.010502,65.551994,16.026499,45.535656,29.274002,26.20229,20.532539,20.035252,19.828447,28.727652,67.913506,16.545937,17.388281,29.330303,20.394464,59.968029,19.783655,8.810421,25.465881,12.704445,47.496906,19.249407,193.737213
"38",21.735214,22.007339,79.260002,273.704102,82.110001,32.443798,46.455929,42.634232,64.740196,15.324786,45.850079,29.358524,25.943693,20.685654,20.020367,19.961632,28.684975,67.181793,16.699781,17.885523,30.309122,20.549078,60.130543,19.94742,8.988573,25.400808,12.558414,48.280647,19.511778,199.80864
"39",21.414568,22.519453,78.349998,271.293121,82.599998,31.893644,46.107914,42.406055,63.473537,15.134495,45.605522,28.682266,25.691685,20.342478,19.916214,19.753862,28.360662,66.4039,16.371105,17.996025,29.836885,20.37974,60.182228,19.573111,8.753738,25.212072,12.399689,48.195915,19.223175,194.289093
"40",21.712309,23.173273,80.620003,279.40274,85.900002,32.413673,46.271255,42.900467,62.843704,15.608244,45.465778,28.885145,26.212627,20.50087,20.295643,19.913691,28.710575,65.645805,16.503983,17.983746,30.068718,20.291393,61.208927,19.955217,8.863057,25.13397,12.2727,48.725449,19.817873,199.256653
"41",21.513824,23.245367,80.080002,283.059021,86.760002,32.300606,46.079506,43.425308,63.284588,16.2386,45.326038,28.631546,26.977112,20.859886,20.407236,20.121458,28.898348,66.199509,16.413067,17.63076,29.390415,20.225132,60.662327,19.916225,8.802322,25.160011,12.25366,47.962914,19.931585,198.704758
"42",21.613064,23.205589,80.349998,290.411469,88.019997,32.835682,47.17326,44.071838,62.528797,16.898687,45.745274,29.248648,29.056183,21.224171,20.615555,20.441093,28.855669,65.171143,16.182283,17.762747,29.622232,20.600618,60.647549,20.438698,8.968329,25.329214,12.317149,48.59837,19.931585,202.752457
"43",21.620695,23.461653,81.620003,291.806244,89.959999,32.40612,47.400543,43.919716,62.115883,17.118721,46.15052,28.749889,29.023277,21.065788,20.355165,20.494364,28.676441,65.362312,16.210258,17.57551,29.373236,20.29875,61.135036,20.836399,9.110041,25.35524,12.291755,48.224152,19.975309,201.372543
"44",21.223707,23.132261,80.230003,286.426392,87.800003,31.765547,47.237179,43.508976,61.451042,17.061241,45.6684,28.386406,30.090542,20.77541,20.206367,20.169399,28.420404,65.507347,16.224243,17.495707,29.184345,19.960073,59.938484,20.547871,9.118137,24.841106,12.177467,47.694603,19.835375,197.416885
"45",20.849621,23.041508,80.110001,282.59079,89.400002,31.569603,47.414738,43.942543,59.98143,17.356586,45.70335,28.158163,28.905727,20.474463,20.322649,19.903028,28.317987,64.511917,16.042419,17.311543,29.149986,19.717108,57.700481,20.540079,9.016913,24.958254,12.069533,47.341579,20.036524,197.04892
"46",21.025215,23.019142,81.5,285.041595,87,31.373648,47.265594,43.874084,60.009438,16.944283,46.430004,27.572063,27.965405,20.326635,20.390163,19.700588,29.316544,63.312141,16.420055,17.403624,29.038378,19.614029,57.626617,20.867596,9.162675,25.089716,11.936206,47.37355,20.036524,193.921204
"47",21.605425,23.546171,84.510002,292.055298,87.099998,31.727852,47.556774,45.486656,62.500805,17.293158,46.583721,27.572063,28.789129,20.83349,20.937801,20.755402,29.436029,65.916069,16.692791,17.554028,29.141399,20.026329,57.102203,21.475838,9.199117,25.562973,11.853668,47.814117,20.272659,195.20903
"48",20.987043,23.075077,80.629997,282.441345,85.720001,30.213047,46.704498,44.398926,60.737236,16.581533,45.6754,26.287849,27.808367,20.173527,20.390163,20.366507,28.172899,65.59304,16.014456,17.127373,28.360065,18.715792,54.036968,20.696032,8.883302,24.642744,11.402883,46.5564,19.642967,184.537857
"49",21.154995,22.574152,79.43,277.893402,84.839996,28.268688,46.612171,45.311703,62.332848,16.282219,46.164505,25.520761,27.401203,19.83036,19.91004,20.212017,28.317987,66.713722,15.916543,17.145794,28.274208,18.605345,54.620453,20.610252,8.891399,24.314091,11.44098,46.449806,19.72168,180.306183
"50",21.292414,23.075077,79.620003,276.050293,84.5,28.856512,46.605083,45.471439,61.50705,15.919462,46.576744,25.529373,26.898123,19.650841,20.037573,19.988276,28.872742,65.118408,15.860599,17.805719,27.990864,19.076557,54.413658,20.55567,8.802322,23.919701,11.390189,48.020161,19.677958,186.377716
"51",20.704563,22.474701,77.279999,271.582031,84.400002,27.982309,46.306774,44.513027,62.010906,15.410025,46.255325,24.865715,26.254938,19.080647,19.43742,19.535442,28.394798,65.540298,15.25219,17.771503,27.432768,18.811504,54.14777,20.002007,8.705149,23.485867,11.142573,47.956207,19.301882,176.718521
"52",21.559624,21.53624,76.150002,275.442566,84.5,28.645502,46.654793,44.961819,60.926201,15.770786,46.436993,25.374237,26.742979,19.212637,19.865028,19.51413,28.369196,64.643784,15.420032,17.771503,26.625668,19.157547,54.746029,20.243746,8.644415,23.268953,11.256856,48.283081,19.118229,182.973969
"53",22.193287,21.425613,79.169998,284.687927,84.940002,29.828709,47.06673,45.01506,61.835945,16.161293,46.430004,25.667286,27.500881,19.365747,20.652731,19.887049,28.95809,65.52713,15.846613,17.236555,26.393833,19.201723,55.484653,20.563469,8.802322,23.354401,11.421934,47.991745,19.791645,188.40155
"54",22.086403,21.981237,81.699997,285.33548,83.959999,30.100008,46.76133,45.113953,61.57703,16.506208,46.045723,26.132708,27.689888,19.096476,20.630224,19.306366,28.719114,65.586464,15.986484,16.850899,25.930191,19.422602,55.410782,20.485485,8.616075,23.012606,11.282257,46.925896,20.062767,191.621338
"55",21.987152,22.551779,82.970001,283.666748,84.139999,29.42174,46.583767,44.642357,62.017895,16.78372,45.975849,25.201859,27.477371,18.84306,20.157608,19.119907,28.258247,66.166565,15.790667,16.782471,25.758465,18.701057,54.938065,20.251539,8.547243,22.795692,11.25051,46.805103,19.704185,188.21759
"56",21.727581,22.218649,82.519997,280.139954,83.980003,29.19565,45.767021,43.866474,61.465069,16.623158,45.416855,24.452009,27.560118,18.610754,19.917543,19.167854,28.121691,65.43483,15.580874,16.533661,25.947359,18.723148,55.137497,19.713478,8.284064,22.914013,11.282257,46.22953,19.625477,187.665588
"57",22.086403,22.485895,84.260002,279.054047,83.260002,29.127827,45.894852,43.881691,60.037415,16.704432,45.346989,24.253771,27.51404,18.557961,20.390163,19.44488,28.070482,63.852684,15.97949,16.595867,23.946777,18.870409,56.836277,19.900633,8.320504,23.400419,11.282257,46.819305,19.852863,185.549789
"58",21.551991,21.786083,81.099998,272.194733,83.080002,28.532463,45.497116,42.793961,59.4216,16.56567,44.131222,23.357393,26.706299,18.17782,19.692484,18.848215,27.259693,63.694508,15.643811,16.689165,23.28565,18.038429,56.009048,19.214401,7.976346,23.091484,11.002896,46.243755,19.328119,177.546371
"59",21.353497,21.523808,80.68,271.587036,81.300003,27.786371,45.660473,43.083012,61.374088,16.068127,43.970516,22.305883,26.566193,18.151421,18.799761,19.130552,27.643749,65.303017,15.636823,16.564764,22.658871,17.861721,55.831795,19.144222,7.753657,23.551598,11.034641,45.923996,19.310629,170.646942
"60",21.170265,21.534998,79.639999,270.137451,81.839996,28.426947,45.96587,43.60025,60.828217,16.385286,43.9216,22.943691,26.364019,18.093344,18.987307,18.864189,27.498667,65.026123,15.671781,16.598972,22.693213,18.553806,55.24091,19.08963,7.684828,24.34038,11.231462,45.490547,19.441818,173.406708
"61",21.6436,22.049606,80.510002,274.471222,81.339996,28.570137,46.363598,44.208771,61.304123,16.266348,44.361805,22.93507,27.249811,18.198944,19.107342,18.960087,27.729099,65.50074,15.839619,16.826014,23.002312,18.701057,51.437038,19.261194,7.798196,24.307516,11.352095,46.5564,19.72168,173.406708
"62",21.185535,20.914749,76.300003,263.422638,80.75,27.371859,45.639168,43.227539,60.471313,15.679604,43.495388,21.383661,25.927711,17.67098,18.499681,18.278183,26.909769,64.215256,15.09834,16.552322,22.298243,17.721834,50.380833,18.574963,7.535017,23.794804,10.901313,46.023468,18.73341,162.551575
"63",21.093924,21.142208,74.660004,263.049042,80.330002,26.414755,45.149113,42.824402,60.56929,16.373394,42.265633,21.19404,25.550638,17.296118,18.019558,18.262205,26.943909,64.472351,15.028407,16.123121,22.332594,17.692377,49.428017,18.411203,7.543112,24.307516,10.971148,45.426598,18.619713,158.687866
"64",21.002312,20.812817,73.330002,262.227112,80.239998,25.857065,45.695999,42.748337,61.674995,16.117682,42.489227,20.573479,24.96763,17.78713,17.569439,18.858868,26.628126,65.349106,15.021413,16.16666,22.538654,17.486233,48.541679,18.138275,7.680775,24.774204,11.091783,45.185005,18.366089,154.180191
"65",20.513706,21.712742,73.620003,266.366608,79.980003,25.925652,45.944569,43.379662,61.828968,16.137506,43.306728,20.521763,24.763577,17.581219,17.411909,18.928118,26.500103,65.316177,15.084352,15.861869,22.006315,17.758644,48.342243,18.05249,7.607896,25.214615,11.256856,45.760571,18.637207,157.583939
"66",19.757895,20.904797,71.440002,262.53595,78.959999,26.367649,45.909054,42.976536,61.171131,15.743042,43.802822,19.427156,24.024479,17.364758,16.894281,18.981394,26.209925,64.221848,14.636786,15.976938,21.568422,17.368423,47.197411,17.810755,7.466184,25.004261,11.187022,46.726929,18.208666,154.916122
"67",19.834246,21.145941,72,267.497345,77.900002,26.908726,46.249973,43.052589,61.772976,15.475436,44.487572,19.306488,23.859917,17.201088,16.909286,19.045324,26.372086,65.019516,14.447972,16.011148,19.713802,17.611382,47.618404,18.029097,7.421646,25.273771,11.269556,47.444607,18.129946,154.732132
"68",19.872416,21.772411,72.489998,270.939453,78.82,25.940901,46.342297,43.288383,60.849197,14.989785,43.956539,18.556639,23.14151,17.253885,16.744238,18.874847,25.672247,63.826313,14.482936,15.952056,20.014328,17.316889,47.485451,17.60021,7.500059,24.057739,11.040991,47.338028,18.444803,150.868439
"69",19.734997,22.318089,75.040001,276.229614,79.339996,27.259279,47.024109,44.961819,60.14241,15.671677,44.480583,20.289051,24.848207,17.617353,17.284374,19.068989,25.561293,63.147293,14.629792,16.008041,19.988571,18.163593,48.689396,17.841949,7.695078,24.30094,11.548915,46.77668,18.873341,159.975754
"70",19.261665,21.659298,70.610001,269.763855,79.699997,26.123791,47.0028,43.866474,59.00169,15.039339,44.5784,19.013443,23.6392,17.168362,16.78175,18.691492,25.211372,61.907986,13.853546,15.827654,19.688047,17.456776,48.445652,16.828199,7.508186,24.360104,11.447332,46.435604,18.462292,151.236374
"71",19.429623,21.95513,70.629997,269.275696,79.480003,26.299074,47.54258,43.516579,60.226391,15.312892,44.871872,19.272005,23.822664,17.515789,16.406656,18.820915,25.262581,63.450558,14.419996,15.563286,19.387539,17.383154,48.7411,17.25709,7.581315,24.320665,11.447332,46.606136,18.619713,149.764542
"72",19.276924,21.451723,68.540001,265.90332,78.18,25.270271,47.059616,42.816792,59.820477,14.777685,44.333836,18.677299,24.213129,17.414236,16.189096,18.831701,24.921194,60.813637,14.433983,15.634819,19.026917,16.934032,46.73946,17.015354,7.512248,24.156324,11.307652,45.945301,18.331104,148.936584
"73",19.200583,21.613306,66.279999,259.83606,77.139999,24.15003,47.166161,42.831997,59.778473,14.387182,44.669235,17.36721,24.227242,17.301991,16.151592,18.810135,24.835848,61.176243,14.315103,15.84942,19.044086,15.881173,46.672981,16.609858,7.430991,24.235209,11.206065,46.122952,17.885073,140.013245
"74",19.964018,21.086273,67.029999,257.08139,76.639999,23.639439,48.082352,42.778763,57.518082,13.562564,44.9627,15.962329,23.556402,17.077497,16.099077,18.896421,25.117493,58.948044,14.482936,16.107567,19.172886,15.100744,47.182625,16.407104,7.479749,24.044586,11.161621,46.591927,17.710154,133.941742
"75",20.811451,21.480307,71.839996,266.799957,75.800003,27.388828,48.430363,43.326427,56.552326,14.317801,44.920506,19.539194,25.516226,17.06146,17.014303,19.079777,25.970957,56.950569,14.622802,16.278624,19.344604,20.048424,48.438263,16.45389,7.731641,24.077452,11.593357,46.961418,17.876326,151.512405
"76",21.009953,21.355999,72.110001,265.723999,77.300003,31.092489,48.174679,43.874084,56.216446,14.878779,44.920506,22.84026,26.908701,16.970591,17.539434,19.106731,26.628126,56.475937,15.378072,15.656594,20.246153,20.490181,49.428017,16.781412,8.007916,24.294361,11.675899,46.563503,18.243645,165.31131
"77",19.74263,20.528164,69.120003,239.761322,78.279999,30.498072,48.167572,44.056637,57.063202,14.549726,44.765839,23.693539,26.425097,17.168362,17.584459,19.117525,26.372086,56.726456,15.447997,15.560175,20.52091,20.512268,50.329102,16.890585,8.22325,24.767637,11.631449,46.47823,18.523518,178.006363
"78",19.574677,20.669867,68.480003,233.524689,78.739998,29.454037,47.663315,43.592651,58.070942,14.252384,44.744732,24.615767,25.205734,17.013353,17.344387,18.955742,26.022163,57.293385,15.447997,15.426438,20.460802,20.276669,50.402981,17.030949,8.028234,23.222935,11.485424,45.796093,18.444803,181.13414
"79",19.696825,20.139103,67.970001,237.664169,78.720001,31.138218,48.288319,44.923779,57.986946,14.678575,45.068157,27.882355,25.765549,17.008013,17.967054,18.702276,25.953884,56.449574,15.447997,15.970719,22.504314,22.404463,51.156361,17.077736,8.056671,20.593687,11.650499,47.032475,18.882086,192.173264
"80",20.17779,20.666143,70.540001,243.696564,78.5,31.976492,48.487175,44.185959,56.67831,14.519989,45.490021,28.821817,25.497406,17.670803,18.777256,19.327843,26.585451,54.485073,15.594858,16.328384,23.835159,22.419186,49.280293,17.28828,8.146057,20.882904,12.107627,48.119656,18.803375,194.289093
"81",19.421984,19.767448,78.720001,236.921951,76.919998,29.827457,48.764172,43.334023,56.545319,13.891617,45.356434,26.408512,24.319445,16.943872,18.019558,18.923378,26.474504,54.056568,15.154284,16.129337,23.199797,21.462044,46.185493,16.968565,8.072922,21.178696,11.942555,47.892258,18.322359,175.338547
"82",19.971663,20.151535,78.309998,245.071411,75.400002,30.117044,49.026947,43.227539,57.175144,14.264277,45.321262,25.494902,24.796457,16.783514,17.854517,18.578247,26.542778,54.425751,15.39206,16.191538,23.568995,21.417883,47.145718,17.491035,7.97135,21.481054,11.993348,47.764359,18.322359,173.406708
"83",19.467789,19.191944,75.980003,237.669159,74.599998,28.699594,48.636337,42.61142,56.46133,13.984787,44.878319,24.18482,23.869709,16.371944,17.374393,18.119856,26.030699,54.379601,15.154284,15.908516,22.993725,20.563805,46.045155,17.140125,7.678826,21.073524,11.656848,47.401958,18.121202,160.343704
"84",19.933493,19.525068,78.209999,240.652969,74.300003,31.054396,48.636337,43.699139,56.615314,15.059159,46.08062,27.770311,24.660036,16.409365,18.252115,18.405676,26.389156,54.610332,15.545902,16.039145,23.63768,22.426552,46.687752,17.483238,7.792585,21.303585,11.764779,47.593838,18.742157,169.72702
"85",20.025101,19.873106,78.209999,240.448746,76.099998,31.679279,48.352238,44.543465,59.050678,15.550761,46.80479,28.968346,25.471996,16.521608,17.809511,18.518923,27.029257,57.524105,15.545902,15.958284,23.423027,22.97138,47.138306,17.28828,8.154182,21.671682,11.986998,47.544102,18.637207,173.038757
"86",19.635742,19.757507,76.339996,235.990448,76.580002,30.962948,48.62923,44.589085,56.286373,14.482326,46.038437,28.356405,22.971184,16.468157,17.87702,18.357136,25.902678,55.744183,15.517935,16.017376,24.109924,22.286659,45.136662,17.147921,8.377637,21.625668,11.853668,47.295376,18.82962,172.227783
"87",19.421984,19.472855,75.75,233.056442,77.739998,31.062004,48.366436,43.927326,55.789528,14.218689,45.665779,28.727015,22.323872,16.270388,17.929543,18.335566,25.672247,55.579391,15.629822,16.527439,24.152851,22.455999,45.801426,17.147921,8.267943,21.862301,11.809225,47.345119,18.803375,173.886475
"88",19.299831,19.046507,75.709999,230.635529,76.540001,30.589525,48.991447,44.44458,53.606117,14.371319,46.277466,28.11507,21.726419,16.126074,17.922041,18.243887,25.919748,54.583973,15.748712,16.763813,24.865499,22.2204,45.321323,17.147921,8.349198,21.954332,12.050488,48.084137,18.58473,173.517929
"89",20.009832,19.967575,79.110001,239.029068,76.980003,31.923149,50.035461,45.897408,54.830776,14.58937,47.789124,28.94249,22.308815,16.596439,18.672226,18.632168,26.722004,54.379601,16.199076,17.077936,26.144844,23.221712,48.157589,17.662586,8.747359,22.808832,12.513967,48.68811,19.424326,183.562225
